id,psu_no,pid,district,weight,code_ur,a01,a02,a04,d05,d24,indd03,wap16,employed16,ur1,lfpr,sub,jobsearch,plf,youth,young,main_sect,attained,cash,age5,age10,usualhrs,usual_h,act_hrs,acthrs,ya,usualhrsc,usualhc,status1,lfs_round,district_1,c21,tvt,a0a,a0b,a0c,a0d,a1a,a1b,i08,i09,i10,i11,i12,lfs_year,weight2,d03b1
44370,1480,14800605,27,939.8077392578125,2,1,3,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,234.95193481445312,
44371,1480,14800701,27,939.8077392578125,2,2,1,56,4,,1,1,100,0,100,2,1,,,,1,2,,12,4,3,35,35,3,2,,,1,11,,,0,,,,,,,,,,,,2020,234.95193481445312,1
44372,1480,14800702,27,939.8077392578125,2,1,5,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,234.95193481445312,
44373,1480,14800801,27,939.8077392578125,2,1,1,49,1,,15,1,100,0,100,2,1,,,,3,2,70000,10,3,4,45,45,4,2,,,1,11,,,0,,,,,,,,,,,,2020,234.95193481445312,84
44374,1480,14800802,27,939.8077392578125,2,2,2,38,4,,1,1,100,0,100,1,1,,,,1,2,,8,3,3,36,36,3,2,,,1,11,,,0,,,,,,,,,,,,2020,234.95193481445312,1
44375,1480,14800803,27,939.8077392578125,2,1,3,8,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,234.95193481445312,
44376,1480,14800804,27,939.8077392578125,2,1,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,234.95193481445312,
44377,1480,14800805,27,939.8077392578125,2,2,4,14,,,,,,,,,1,,,,,1,,3,,,,,,,,,3,11,,,0,,,,,,,,,,,,2020,234.95193481445312,
44378,1480,14800901,27,939.8077392578125,2,2,1,61,4,,1,1,100,0,100,2,1,,,,1,1,,13,4,2,25,15,1,2,,,1,11,,,1,,,,,,,,,,,,2020,234.95193481445312,1
44379,1480,14800902,27,939.8077392578125,2,1,3,26,,,,1,0,100,100,2,1,,,1,,1,,6,2,,,,,1,,,2,11,,E,0,,,,,,,,,,,,2020,234.95193481445312,
44380,1480,14801001,27,939.8077392578125,2,1,1,73,,,,1,0,,0,1,1,2,,,,1,,15,5,,,,,2,,,3,11,,,1,,,,,,,,,,,,2020,234.95193481445312,
44381,1480,14801002,27,939.8077392578125,2,2,2,72,,,,1,0,,0,1,1,2,,,,1,,15,5,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,234.95193481445312,
44382,1480,14801003,27,939.8077392578125,2,1,4,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,234.95193481445312,
44383,1480,14801101,27,939.8077392578125,2,1,1,34,,,,1,0,,0,1,1,,,,,2,,7,2,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,234.95193481445312,
44384,1480,14801102,27,939.8077392578125,2,2,2,34,,,,1,0,,0,2,1,,,,,2,,7,2,,,,,2,,,3,11,,,1,,,,,,,,,,,,2020,234.95193481445312,
44385,1480,14801103,27,939.8077392578125,2,2,3,3,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,234.95193481445312,
44386,1480,14801104,27,939.8077392578125,2,1,3,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,234.95193481445312,
44387,1480,14801201,27,939.8077392578125,2,1,1,47,,,,1,0,,0,1,1,2,,,,1,,10,3,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,234.95193481445312,
44388,1480,14801202,27,939.8077392578125,2,2,2,46,,,,1,0,,0,1,1,,,,,2,,10,3,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,234.95193481445312,
44389,1480,14801203,27,939.8077392578125,2,1,3,14,,,,,,,,,1,,,,,1,,3,,,,,,,,,3,11,,,0,,,,,,,,,,,,2020,234.95193481445312,
44390,1480,14801204,27,939.8077392578125,2,1,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,234.95193481445312,
44391,1480,14801301,27,939.8077392578125,2,1,1,67,,,,1,0,,0,1,1,2,,,,1,,14,5,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,234.95193481445312,
44392,1480,14801302,27,939.8077392578125,2,2,2,66,,,,1,0,,0,1,1,,,,,1,,14,5,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,234.95193481445312,
44393,1480,14801303,27,939.8077392578125,2,2,5,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,234.95193481445312,
44394,1480,14801401,27,939.8077392578125,2,1,1,64,,,,1,0,,0,1,1,2,,,,1,,13,4,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,234.95193481445312,
44395,1480,14801402,27,939.8077392578125,2,2,2,60,,,,1,0,,0,1,1,2,,,,1,,13,4,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,234.95193481445312,
44396,1480,14801403,27,939.8077392578125,2,2,3,28,,,,1,0,,0,1,1,2,,1,,1,,6,2,,,,,1,,,3,11,,,0,,,,,,,,,,,,2020,234.95193481445312,
44397,1480,14801404,27,939.8077392578125,2,1,3,20,1,,1,1,100,0,100,2,1,,1,1,1,1,28600,5,1,5,54,54,5,1,,,1,11,,,0,,,,,,,,,,,,2020,234.95193481445312,1
44398,1480,14801501,27,939.8077392578125,2,1,1,43,1,,1,1,100,0,100,1,1,,,,1,1,20800,9,3,1,12,12,1,2,,,1,11,,,0,,,,,,,,,,,,2020,234.95193481445312,1
44399,1480,14801502,27,939.8077392578125,2,2,2,37,,,,1,0,100,100,1,1,,,,,1,,8,3,,,,,2,,,2,11,,A,0,,,,,,,,,,,,2020,234.95193481445312,
44400,1480,14801503,27,939.8077392578125,2,2,3,17,,,,1,0,100,100,1,1,,1,1,,1,,4,1,,,,,1,,,2,11,,E,0,,,,,,,,,,,,2020,234.95193481445312,
44401,1480,14801504,27,939.8077392578125,2,1,3,15,1,,1,,,,,,1,,,,1,1,39000,4,,1,14,14,1,,,,1,11,,,0,,,,,,,,,,,,2020,234.95193481445312,1
44402,1480,14801505,27,939.8077392578125,2,1,3,9,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,234.95193481445312,
44403,1480,14801506,27,939.8077392578125,2,2,3,5,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,234.95193481445312,
44404,1480,14801507,27,939.8077392578125,2,2,3,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,234.95193481445312,
44405,1480,14801508,27,939.8077392578125,2,2,9,24,,,,1,0,100,100,1,1,,1,1,,1,,5,1,,,,,1,,,2,11,,E,1,,,,,,,,,,,,2020,234.95193481445312,
44406,1480,14801509,27,939.8077392578125,2,2,9,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,234.95193481445312,
44407,1480,14801601,27,939.8077392578125,2,1,1,68,4,,1,1,100,0,100,2,1,,,,1,1,,14,5,1,24,14,1,2,,,1,11,,,0,,,,,,,,,,,,2020,234.95193481445312,1
44408,1480,14801602,27,939.8077392578125,2,2,2,70,,,,1,0,,0,1,1,,,,,1,,15,5,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,234.95193481445312,
44409,1481,14810101,28,833.9057006835938,2,1,1,62,,,,1,0,,0,2,1,2,,,,2,,13,4,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44410,1481,14810102,28,833.9057006835938,2,2,2,59,,,,1,0,,0,2,1,2,,,,1,,12,4,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44411,1481,14810103,28,833.9057006835938,2,2,3,23,,,,1,0,,0,2,1,2,1,1,,1,,5,1,,,,,1,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44412,1481,14810104,28,833.9057006835938,2,2,3,20,,,,1,0,,0,2,1,2,1,1,,3,,5,1,,,,,1,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44413,1481,14810201,28,833.9057006835938,2,1,1,38,,,,1,0,,0,1,1,2,,,,2,,8,3,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44414,1481,14810202,28,833.9057006835938,2,2,2,38,,,,1,0,,0,1,1,2,,,,2,,8,3,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44415,1481,14810204,28,833.9057006835938,2,1,3,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44416,1481,14810301,28,833.9057006835938,2,1,1,42,1,,1,1,100,0,100,1,1,,,,1,1,39000,9,3,1,11,11,1,2,,,1,11,,,0,,,,,,,,,,,,2020,208.47642517089844,1
44417,1481,14810302,28,833.9057006835938,2,2,2,42,,,,1,0,,0,1,1,2,,,,1,,9,3,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44418,1481,14810303,28,833.9057006835938,2,1,3,23,1,,6,1,100,0,100,1,1,,1,1,2,1,52000,5,1,1,12,12,1,1,,,1,11,,,0,,,,,,,,,,,,2020,208.47642517089844,41
44419,1481,14810304,28,833.9057006835938,2,2,3,16,,,,1,0,,0,2,1,2,1,1,,1,,4,1,,,,,1,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44420,1481,14810305,28,833.9057006835938,2,1,3,14,,,,,,,,,1,,,,,1,,3,,,,,,,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44421,1481,14810401,28,833.9057006835938,2,1,1,59,1,,1,1,100,0,100,1,1,,,,1,1,20800,12,4,1,6,6,1,2,,,1,11,,,0,,,,,,,,,,,,2020,208.47642517089844,1
44422,1481,14810402,28,833.9057006835938,2,2,2,57,1,,1,1,100,0,100,1,1,,,,1,1,20800,12,4,1,24,24,1,2,,,1,11,,,0,,,,,,,,,,,,2020,208.47642517089844,1
44423,1481,14810404,28,833.9057006835938,2,2,3,22,,,,1,0,,0,2,1,2,1,1,,4,,5,1,,,,,1,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44424,1481,14810501,28,833.9057006835938,2,1,1,28,4,,6,1,100,0,100,2,1,,,1,2,1,,6,2,1,9,9,1,1,,,1,11,,,1,,,,,,,,,,,,2020,208.47642517089844,41
44425,1481,14810502,28,833.9057006835938,2,2,2,36,,,,1,0,,0,1,1,2,,,,2,,8,3,,,,,2,,,3,11,,,1,,,,,,,,,,,,2020,208.47642517089844,
44426,1481,14810503,28,833.9057006835938,2,1,3,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44427,1481,14810504,28,833.9057006835938,2,2,3,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44428,1481,14810601,28,833.9057006835938,2,1,1,34,4,,7,1,100,0,100,1,1,,,,3,1,,7,2,1,9,9,1,2,,,1,11,,,0,,,,,,,,,,,,2020,208.47642517089844,46
44429,1481,14810602,28,833.9057006835938,2,2,2,32,,,,1,0,,0,1,1,2,,,,2,,7,2,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44430,1481,14810603,28,833.9057006835938,2,1,3,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44431,1481,14810604,28,833.9057006835938,2,2,3,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44432,1481,14810701,28,833.9057006835938,2,1,1,58,1,,2,1,100,0,100,2,1,,,,2,1,18200,12,4,2,28,28,2,2,,,1,11,,,0,,,,,,,,,,,,2020,208.47642517089844,8
44433,1481,14810702,28,833.9057006835938,2,2,2,58,,,,1,0,,0,2,1,,,,,1,,12,4,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44434,1481,14810704,28,833.9057006835938,2,2,5,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44435,1481,14810706,28,833.9057006835938,2,2,5,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44436,1481,14810801,28,833.9057006835938,2,2,1,66,,,,1,0,,0,2,1,,,,,1,,14,5,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44437,1481,14810802,28,833.9057006835938,2,2,5,17,,,,1,0,,0,2,1,2,1,1,,2,,4,1,,,,,1,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44438,1481,14810803,28,833.9057006835938,2,1,5,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44439,1481,14810902,28,833.9057006835938,2,2,1,44,,,,1,0,100,100,1,1,,,,,1,,9,3,,,,,2,,,2,11,,E,0,,,,,,,,,,,,2020,208.47642517089844,
44440,1481,14810903,28,833.9057006835938,2,1,3,18,1,,6,1,100,0,100,1,1,,1,1,2,2,13000,4,1,1,9,9,1,1,,,1,11,,,0,,,,,,,,,,,,2020,208.47642517089844,41
44441,1481,14810904,28,833.9057006835938,2,2,3,14,1,,1,,,,,,1,,,,1,1,13000,3,,1,24,24,1,,,,1,11,,,0,,,,,,,,,,,,2020,208.47642517089844,1
44442,1481,14810905,28,833.9057006835938,2,1,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44443,1481,14810906,28,833.9057006835938,2,2,3,5,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44444,1481,14810907,28,833.9057006835938,2,2,3,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44445,1481,14811001,28,833.9057006835938,2,1,1,30,,,,1,0,100,100,2,1,,,1,,1,,7,2,,,,,1,,,2,11,,E,0,,,,,,,,,,,,2020,208.47642517089844,
44446,1481,14811002,28,833.9057006835938,2,2,2,35,,,,1,0,,0,2,1,2,,,,1,,8,3,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44447,1481,14811003,28,833.9057006835938,2,1,3,7,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44448,1481,14811004,28,833.9057006835938,2,2,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44449,1481,14811005,28,833.9057006835938,2,2,3,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44450,1481,14811101,28,833.9057006835938,2,1,1,32,1,,6,1,100,0,100,2,1,,,,2,2,104000,7,2,5,56,56,5,2,,,1,11,,,1,,,,,,,,,,,,2020,208.47642517089844,41
44451,1481,14811102,28,833.9057006835938,2,2,2,22,,,,1,0,,0,1,1,2,1,1,,2,,5,1,,,,,1,,,3,11,,,1,,,,,,,,,,,,2020,208.47642517089844,
44452,1481,14811201,28,833.9057006835938,2,1,1,41,1,,6,1,100,0,100,2,1,,,,2,2,78000,9,3,2,30,30,2,2,,,1,11,,,0,,,,,,,,,,,,2020,208.47642517089844,41
44453,1481,14811202,28,833.9057006835938,2,2,2,38,,,,1,0,,0,2,1,2,,,,1,,8,3,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44454,1481,14811203,28,833.9057006835938,2,2,3,16,,,,1,0,,0,2,1,,1,1,,1,,4,1,,,,,1,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44455,1481,14811204,28,833.9057006835938,2,1,3,14,,,,,,,,,1,,,,,1,,3,,,,,,,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44456,1481,14811205,28,833.9057006835938,2,1,3,8,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44457,1481,14811206,28,833.9057006835938,2,1,3,7,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44458,1481,14811301,28,833.9057006835938,2,1,1,52,,,,1,0,,0,1,1,2,,,,1,,11,3,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44459,1481,14811302,28,833.9057006835938,2,2,2,45,,,,1,0,100,100,2,1,,,,,2,,10,3,,,,,2,,,2,11,,E,0,,,,,,,,,,,,2020,208.47642517089844,
44460,1481,14811304,28,833.9057006835938,2,2,3,19,,,,1,0,100,100,2,1,,1,1,,3,,4,1,,,,,1,,,2,11,,E,1,,,,,,,,,,,,2020,208.47642517089844,
44461,1481,14811305,28,833.9057006835938,2,1,3,17,1,,6,1,100,0,100,2,1,,1,1,2,2,18200,4,1,4,45,45,4,1,,,1,11,,,0,,,,,,,,,,,,2020,208.47642517089844,41
44462,1481,14811306,28,833.9057006835938,2,1,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44463,1481,14811307,28,833.9057006835938,2,2,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44464,1481,14811401,28,833.9057006835938,2,1,1,42,1,,1,1,100,0,100,2,1,,,,1,1,26000,9,3,1,4,4,1,2,,,1,11,,,0,,,,,,,,,,,,2020,208.47642517089844,2
44465,1481,14811402,28,833.9057006835938,2,2,2,38,4,,3,1,100,0,100,2,1,,,,2,1,,8,3,4,48,48,4,2,,,1,11,,,0,,,,,,,,,,,,2020,208.47642517089844,23
44466,1481,14811403,28,833.9057006835938,2,2,3,17,1,,6,1,100,0,100,2,1,,1,1,2,1,39000,4,1,2,25,25,2,1,,,1,11,,,0,,,,,,,,,,,,2020,208.47642517089844,42
44467,1481,14811404,28,833.9057006835938,2,1,3,15,,,,,,,,,1,,,,,2,,4,,,,,,,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44468,1481,14811405,28,833.9057006835938,2,2,3,13,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44469,1481,14811406,28,833.9057006835938,2,1,3,8,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44470,1481,14811407,28,833.9057006835938,2,1,3,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44471,1481,14811408,28,833.9057006835938,2,1,3,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44472,1481,14811501,28,833.9057006835938,2,1,1,61,1,,6,1,100,0,100,2,1,,,,2,2,13333,13,4,1,9,9,1,2,,,1,11,,,0,,,,,,,,,,,,2020,208.47642517089844,41
44473,1481,14811502,28,833.9057006835938,2,2,2,43,,,,1,0,100,100,2,1,,,,,2,,9,3,,,,,2,,,2,11,,E,1,,,,,,,,,,,,2020,208.47642517089844,
44474,1481,14811503,28,833.9057006835938,2,1,3,21,,,,1,0,100,100,2,1,,1,1,,1,,5,1,,,,,1,,,2,11,,CE,0,,,,,,,,,,,,2020,208.47642517089844,
44475,1481,14811504,28,833.9057006835938,2,1,3,14,,,,,,,,,1,,,,,1,,3,,,,,,,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44476,1481,14811505,28,833.9057006835938,2,2,3,11,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44477,1481,14811506,28,833.9057006835938,2,2,3,5,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44478,1481,14811507,28,833.9057006835938,2,1,3,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44479,1481,14811601,28,833.9057006835938,2,2,1,57,,,,1,0,,0,1,1,,,,,1,,12,4,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44480,1481,14811602,28,833.9057006835938,2,1,3,19,1,,7,1,100,0,100,2,1,,1,1,3,2,31200,4,1,1,16,16,1,1,,,1,11,,,1,,,,,,,,,,,,2020,208.47642517089844,47
44481,1481,14811603,28,833.9057006835938,2,2,3,17,,,,1,0,,0,2,1,,1,1,,2,,4,1,,,,,1,,,3,11,,,0,,,,,,,,,,,,2020,208.47642517089844,
44482,1481,14811604,28,833.9057006835938,2,1,5,13,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,208.47642517089844,
44483,1482,14820101,31,688.7540893554688,2,2,1,46,4,,3,1,100,0,100,1,1,,,,2,2,,10,3,1,18,,,2,,,1,11,,,1,,,,,,,,,,,,2020,172.1885223388672,14
44484,1482,14820103,31,688.7540893554688,2,2,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
44485,1482,14820201,31,688.7540893554688,2,1,1,58,1,,14,1,100,0,100,2,1,,,,3,2,28800,12,4,3,36,36,3,2,,,1,11,,,0,,,,,,,,,,,,2020,172.1885223388672,81
44486,1482,14820202,31,688.7540893554688,2,2,2,49,,,,1,0,,0,1,1,2,,,,1,,10,3,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,172.1885223388672,
44487,1482,14820203,31,688.7540893554688,2,2,3,24,,,,1,0,100,100,2,1,,1,1,,3,,5,1,,,,,1,,,2,11,,C,0,,,,,,,,,,,,2020,172.1885223388672,
44488,1482,14820204,31,688.7540893554688,2,2,3,19,1,,6,1,100,0,100,2,1,,1,1,2,2,39000,4,1,1,9,18,1,1,,,1,11,,,0,,,,,,,,,,,,2020,172.1885223388672,41
44489,1482,14820205,31,688.7540893554688,2,2,3,14,,,,,,,,,1,,,,,2,,3,,,,,,,,,3,11,,,0,,,,,,,,,,,,2020,172.1885223388672,
44490,1482,14820206,31,688.7540893554688,2,2,3,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
44491,1482,14820207,31,688.7540893554688,2,1,3,10,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
44492,1482,14820208,31,688.7540893554688,2,2,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
44493,1482,14820301,31,688.7540893554688,2,1,1,66,,,,1,0,,0,2,1,2,,,,2,,14,5,,,,,2,,,3,11,,,1,,,,,,,,,,,,2020,172.1885223388672,
44494,1482,14820501,31,688.7540893554688,2,2,1,36,1,,6,1,100,0,100,2,1,,,,2,1,26000,8,3,3,36,12,1,2,,,1,11,,,0,,,,,,,,,,,,2020,172.1885223388672,41
44495,1482,14820502,31,688.7540893554688,2,2,3,14,6,,6,,,,,,1,,,,2,1,,3,,1,16,4,1,,,,1,11,,,0,,,,,,,,,,,,2020,172.1885223388672,41
44496,1482,14820503,31,688.7540893554688,2,1,3,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
44497,1482,14820601,31,688.7540893554688,2,2,1,58,,,,1,0,,0,1,1,,,,,1,,12,4,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,172.1885223388672,
44498,1482,14820701,31,688.7540893554688,2,1,1,48,4,,7,1,100,0,100,2,1,,,,3,3,,10,3,5,60,30,2,2,,,1,11,,,1,,,,,,,,,,,,2020,172.1885223388672,47
44499,1482,14820702,31,688.7540893554688,2,2,2,36,1,,16,1,100,0,100,1,1,,,,3,5,120000,8,3,4,45,,,2,,,1,11,,,0,,,,,,,,,,,,2020,172.1885223388672,85
44500,1482,14820703,31,688.7540893554688,2,1,3,10,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
44501,1482,14820704,31,688.7540893554688,2,1,3,8,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
44502,1482,14820705,31,688.7540893554688,2,2,3,6,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
44503,1482,14820706,31,688.7540893554688,2,2,10,20,1,,20,1,100,0,100,2,1,,1,1,3,2,6000,5,1,4,48,42,4,1,,,1,11,,,0,,,,,,,,,,,,2020,172.1885223388672,97
44504,1482,14820801,31,688.7540893554688,2,1,1,27,4,,7,1,100,0,100,2,1,,,1,3,2,,6,2,6,63,59,5,1,,,1,11,,,0,,,,,,,,,,,,2020,172.1885223388672,47
44505,1482,14820802,31,688.7540893554688,2,2,2,20,4,,11,1,100,0,100,2,1,,1,1,3,2,,5,1,5,54,54,5,1,,,1,11,,,0,,,,,,,,,,,,2020,172.1885223388672,64
44506,1482,14820803,31,688.7540893554688,2,2,3,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
44507,1482,14820804,31,688.7540893554688,2,2,10,17,1,,20,1,100,0,100,2,1,,1,1,3,2,8000,4,1,6,63,60,5,1,,,1,11,,,0,,,,,,,,,,,,2020,172.1885223388672,97
44508,1482,14820901,31,688.7540893554688,2,1,1,43,1,,6,1,100,0,100,2,1,,,,2,2,45500,9,3,6,63,63,6,2,,,1,11,,,0,,,,,,,,,,,,2020,172.1885223388672,41
44509,1482,14820902,31,688.7540893554688,2,2,2,36,,,,1,0,,0,1,1,2,,,,1,,8,3,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,172.1885223388672,
44510,1482,14820903,31,688.7540893554688,2,2,3,19,,,,1,0,,0,2,1,2,1,1,,3,,4,1,,,,,1,,,3,11,,,1,,,,,,,,,,,,2020,172.1885223388672,
44511,1482,14820904,31,688.7540893554688,2,1,3,16,,,,1,0,,0,2,1,,1,1,,2,,4,1,,,,,1,,,3,11,,,0,,,,,,,,,,,,2020,172.1885223388672,
44512,1482,14820905,31,688.7540893554688,2,1,3,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
44513,1482,14820906,31,688.7540893554688,2,2,3,4,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
44514,1482,14820907,31,688.7540893554688,2,1,3,0,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
44515,1482,14821001,31,688.7540893554688,2,2,1,38,,,,1,0,,0,1,1,2,,,,2,,8,3,,,,,2,,,3,11,,,0,,,,,,,,,,,,2020,172.1885223388672,
44516,1482,14821002,31,688.7540893554688,2,2,3,14,,,,,,,,,1,,,,,2,,3,,,,,,,,,3,11,,,0,,,,,,,,,,,,2020,172.1885223388672,
44517,1482,14821003,31,688.7540893554688,2,1,3,12,,,,,,,,,1,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
44518,1482,14821004,31,688.7540893554688,2,2,3,8,,,,,,,,,1,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
44519,1482,14821005,31,688.7540893554688,2,1,9,2,,,,,,,,,1,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,2020,172.1885223388672,
